Patch,oracle,prediction,validation
patch1-Lang-44-Nopol-plausible.patch,1,1,TRUE
patch1-Lang-45-Jaid-plausible.patch,1,1,TRUE
patch1-Lang-45-kPAR-plausible.patch,1,1,TRUE
patch1-Lang-45-TBar-plausible.patch,1,1,TRUE
patch1-Lang-51-DynaMoth-plausible.patch,1,0,FALSE
patch1-Lang-51-Nopol-plausible.patch,1,0,FALSE
patch1-Lang-58-kPAR-plausible.patch,1,1,TRUE
patch1-Lang-58-TBar-plausible.patch,1,1,TRUE
patch1-Lang-59-CapGen-plausible.patch,1,1,TRUE
patch12-Lang-59-CapGen-plausible.patch,1,1,TRUE
patch7-Lang-59-CapGen-plausible.patch,1,1,TRUE
patch1-Lang-60-TBar-plausible.patch,1,1,TRUE
patch1-Lang-61-Jaid-plausible.patch,1,1,TRUE
patch1-Lang-61-SimFix-plausible.patch,1,1,TRUE
patch1-Lang-63-DynaMoth-plausible.patch,1,1,TRUE
patch1-Lang-7-GenProg-plausible.patch,1,1,TRUE
patch1-Math-104-AVATAR-plausible.patch,1,1,TRUE
patch1-Math-105-Nopol-plausible.patch,1,1,TRUE
patch1-Math-15-TBar-plausible.patch,1,1,TRUE
patch1-Math-2-Arja-plausible.patch,1,1,TRUE
patch1-Math-2-RSRepair-plausible.patch,1,1,TRUE
patch1-Math-2-TBar-plausible.patch,1,1,TRUE
patch1-Math-28-ACS-plausible.patch,1,1,TRUE
patch1-Math-28-jMutRepair-plausible.patch,1,1,TRUE
patch1-Math-40-GenProg-plausible.patch,1,1,TRUE
patch1-Math-49-Kali-plausible.patch,1,1,TRUE
patch1-Math-5-CapGen-plausible.patch,1,1,TRUE
patch2-Math-5-CapGen-plausible.patch,1,1,TRUE
patch4-Math-53-Jaid-plausible.patch,1,0,FALSE
patch1-Math-6-SimFix-plausible.patch,1,1,TRUE
patch1-Math-62-TBar-plausible.patch,1,1,TRUE
patch1-Math-63-CapGen-plausible.patch,1,0,FALSE
patch1-Math-63-SequenceR.patch,1,1,TRUE
patch1-Math-7-Nopol-plausible.patch,1,1,TRUE
patch1-Math-71-DynaMoth-plausible.patch,1,1,TRUE
patch5-Math-80-CapGen-plausible.patch,1,1,TRUE
patch9-Math-80-CapGen-plausible.patch,1,1,TRUE
patch1-Math-80-DynaMoth-plausible.patch,1,1,TRUE
patch1-Math-80-jKali-plausible.patch,1,1,TRUE
patch1-Math-80-jMutRepair-plausible.patch,1,1,TRUE
patch1-Math-80-kPAR-plausible.patch,1,1,TRUE
patch1-Math-80-RSRepair-plausible.patch,1,1,TRUE
patch1-Math-80-SimFix-plausible.patch,1,1,TRUE
patch1-Math-80-TBar-plausible.patch,1,1,TRUE
patch1-Math-81-AVATAR-plausible.patch,1,1,TRUE
patch1-Math-81-jGenProg-plausible.patch,1,1,TRUE
patch1-Math-82-AVATAR-plausible.patch,1,1,TRUE
patch4-Math-82-Jaid-plausible.patch,1,1,TRUE
patch1-Math-82-Nopol-plausible.patch,1,1,TRUE
patch1-Math-85-Arja-plausible.patch,1,1,TRUE
patch1-Math-85-CapGen-plausible.patch,1,1,TRUE
patch3-Math-85-CapGen-plausible.patch,1,1,TRUE
patch1-Math-85-FixMiner-plausible.patch,1,1,TRUE
patch1-Math-85-Jaid-plausible.patch,1,1,TRUE
patch1-Math-85-jGenProg-plausible.patch,1,1,TRUE
patch10-Math-85-SequenceR.patch,1,1,TRUE
patch11-Math-85-SequenceR.patch,1,1,TRUE
patch6-Math-85-SequenceR.patch,1,1,TRUE
patch1-Math-88-AVATAR-plausible.patch,1,1,TRUE
patch1-Math-88-jMutRepair-plausible.patch,1,1,TRUE
patch1-Math-93-ACS-plausible.patch,1,1,TRUE
patch1-Math-95-AVATAR-plausible.patch,1,1,TRUE
patch1-Math-95-RSRepair-plausible.patch,1,1,TRUE
patch1-Math-97-ACS-plausible.patch,1,0,FALSE
patch1-Chart-1-SequenceR.patch,0,1,FALSE
patch1-Chart-1-SketchFix.patch,0,0,TRUE
patch1-Chart-11-SketchFix.patch,0,0,TRUE
patch1-Chart-20-SketchFix.patch,0,0,TRUE
patch1-Chart-26-Jaid.patch,0,1,FALSE
patch1-Chart-4-SOFix.patch,0,0,TRUE
patch1-Chart-7-SimFix.patch,0,1,FALSE
patch2-Chart-9-Jaid.patch,0,0,TRUE
patch1-Closure-115-Arja.patch,0,0,TRUE
patch1-Closure-115-AVATAR.patch,0,1,FALSE
patch1-Closure-115-GenProg.patch,0,0,TRUE
patch1-Closure-115-Kali.patch,0,0,TRUE
patch1-Closure-126-Arja.patch,0,0,TRUE
patch1-Closure-126-Kali.patch,0,0,TRUE
patch1-Closure-126-SketchFix.patch,0,0,TRUE
patch1-Closure-33-Jaid.patch,0,1,FALSE
patch1-Closure-46-AVATAR.patch,0,0,TRUE
patch1-Closure-6-SimFix.patch,0,1,FALSE
patch1-Closure-63-TBar.patch,0,0,TRUE
patch1-Closure-73-SimFix.patch,0,0,TRUE
patch1-Closure-86-SequenceR.patch,0,1,FALSE
patch1-Lang-10-TBar.patch,0,0,TRUE
patch2-Lang-33-Jaid.patch,0,0,TRUE
patch3-Lang-43-CapGen.patch,0,1,FALSE
patch1-Lang-46-Nopol.patch,0,1,FALSE
patch1-Lang-47-TBar.patch,0,0,TRUE
patch1-Lang-57-TBar.patch,0,0,TRUE
patch1-Lang-59-CapGen.patch,0,0,TRUE
patch1-Lang-59-SequenceR.patch,0,0,TRUE
patch1-Lang-6-SequenceR.patch,0,0,TRUE
patch1-Math-33-SketchFix.patch,0,0,TRUE
patch1-Math-50-jKali.patch,0,0,TRUE
patch1-Math-50-Kali.patch,0,1,FALSE
patch1-Math-58-SequenceR.patch,0,0,TRUE
patch1-Math-59-CapGen.patch,0,0,TRUE
patch1-Math-59-SketchFix.patch,0,0,TRUE
patch1-Math-65-TBar.patch,0,0,TRUE
patch1-Math-70-jGenProg.patch,0,0,TRUE
patch1-Math-70-SOFix.patch,0,0,TRUE
patch1-Math-75-SimFix.patch,0,0,TRUE
patch1-Math-82-SOFix.patch,0,0,TRUE
patch1-Math-89-ACS.patch,0,0,TRUE
patch1-Math-98-Arja.patch,0,1,FALSE
patch3-Chart-1-Jaid-plausible.patch,1,1,TRUE
patch2-Chart-1-SequenceR.patch,1,1,TRUE
patch1-Chart-13-Cardumen-plausible.patch,1,1,TRUE
patch1-Chart-13-jKali-plausible.patch,1,1,TRUE
patch1-Chart-14-TBar-plausible.patch,1,1,TRUE
patch1-Chart-15-FixMiner-plausible.patch,1,1,TRUE
patch1-Chart-17-FixMiner-plausible.patch,1,1,TRUE
patch1-Chart-25-Arja-plausible.patch,1,1,TRUE
patch1-Chart-25-AVATAR-plausible.patch,1,1,TRUE
patch1-Chart-25-Nopol-plausible.patch,1,1,TRUE
patch1-Chart-25-TBar-plausible.patch,1,1,TRUE
patch1-Chart-5-AVATAR-plausible.patch,1,1,TRUE
patch1-Chart-5-RSRepair-plausible.patch,1,1,TRUE
patch1-Closure-10-GenProg-plausible.patch,1,1,TRUE
patch1-Closure-112-Kali-plausible.patch,1,1,TRUE
patch1-Closure-114-RSRepair-plausible.patch,1,1,TRUE
patch1-Closure-126-AVATAR-plausible.patch,1,0,FALSE
patch1-Closure-129-kPAR-plausible.patch,1,1,TRUE
patch1-Closure-130-Arja-plausible.patch,1,1,TRUE
patch1-Closure-130-Kali-plausible.patch,1,1,TRUE
patch1-Closure-131-Kali-plausible.patch,1,1,TRUE
patch1-Closure-133-Arja-plausible.patch,1,1,TRUE
patch1-Closure-21-GenProg-plausible.patch,1,1,TRUE
patch1-Closure-21-RSRepair-plausible.patch,1,1,TRUE
patch1-Closure-21-TBar-plausible.patch,1,1,TRUE
patch1-Closure-3-Kali-plausible.patch,1,1,TRUE
patch1-Closure-46-kPAR-plausible.patch,1,1,TRUE
patch1-Closure-55-GenProg-plausible.patch,1,1,TRUE
patch1-Closure-59-Kali-plausible.patch,1,1,TRUE
patch1-Closure-61-Kali-plausible.patch,1,1,TRUE
patch1-Closure-63-Cardumen-plausible.patch,1,1,TRUE
patch1-Closure-66-TBar-plausible.patch,1,1,TRUE
patch1-Closure-7-Kali-plausible.patch,1,1,TRUE
patch1-Closure-75-GenProg-plausible.patch,1,1,TRUE
patch2-Closure-92-SequenceR.patch,1,1,TRUE
patch5-Closure-92-SequenceR.patch,1,1,TRUE
patch8-Closure-92-SequenceR.patch,1,1,TRUE
patch1-Lang-10-SimFix-plausible.patch,1,1,TRUE
patch1-Lang-13-RSRepair-plausible.patch,1,1,TRUE
patch1-Lang-16-kPAR-plausible.patch,1,1,TRUE
patch1-Lang-16-RSRepair-plausible.patch,1,1,TRUE
patch1-Lang-16-SimFix-plausible.patch,1,1,TRUE
patch1-Lang-24-kPAR-plausible.patch,1,1,TRUE
patch1-Lang-27-SimFix-plausible.patch,1,1,TRUE
patch1-Lang-44-TBar-plausible.patch,1,1,TRUE
patch2-Lang-45-Jaid-plausible.patch,1,1,TRUE
patch1-Lang-45-SimFix-plausible.patch,1,1,TRUE
patch1-Lang-59-AVATAR-plausible.patch,1,1,TRUE
patch5-Lang-59-CapGen-plausible.patch,1,1,TRUE
patch1-Lang-59-kPAR-plausible.patch,1,1,TRUE
patch1-Lang-63-kPAR-plausible.patch,1,1,TRUE
patch1-Math-105-DynaMoth-plausible.patch,1,1,TRUE
patch1-Math-15-kPAR-plausible.patch,1,1,TRUE
patch1-Math-2-AVATAR-plausible.patch,1,1,TRUE
patch1-Math-2-jKali-plausible.patch,1,1,TRUE
patch1-Math-20-FixMiner-plausible.patch,1,1,TRUE
patch1-Math-20-Nopol-plausible.patch,1,1,TRUE
patch1-Math-33-Nopol-plausible.patch,1,1,TRUE
patch1-Math-43-kPAR-plausible.patch,1,1,TRUE
patch1-Math-49-DynaMoth-plausible.patch,1,1,TRUE
patch1-Math-49-jKali-plausible.patch,1,1,TRUE
patch3-Math-5-CapGen-plausible.patch,1,1,TRUE
patch1-Math-50-kPAR-plausible.patch,1,1,TRUE
patch1-Math-59-SequenceR.patch,1,0,FALSE
patch1-Math-6-TBar-plausible.patch,1,1,TRUE
patch1-Math-62-AVATAR-plausible.patch,1,1,TRUE
patch1-Math-62-kPAR-plausible.patch,1,1,TRUE
patch6-Math-63-CapGen-plausible.patch,1,1,TRUE
patch7-Math-63-CapGen-plausible.patch,1,1,TRUE
patch1-Math-63-Cardumen-plausible.patch,1,1,TRUE
patch1-Math-69-SimFix-plausible.patch,1,1,TRUE
patch2-Math-70-SketchFix-plausible.patch,1,1,TRUE
patch1-Math-73-jGenProg-plausible.patch,1,1,TRUE
patch1-Math-73-Nopol-plausible.patch,1,1,TRUE
patch1-Math-73-SimFix-plausible.patch,1,1,TRUE
patch1-Math-80-Arja-plausible.patch,1,1,TRUE
patch2-Math-80-CapGen-plausible.patch,1,1,TRUE
patch3-Math-80-CapGen-plausible.patch,1,1,TRUE
patch4-Math-80-CapGen-plausible.patch,1,1,TRUE
patch1-Math-80-SequenceR.patch,1,1,TRUE
patch1-Math-81-Kali-plausible.patch,1,1,TRUE
patch1-Math-82-TBar-plausible.patch,1,1,TRUE
patch1-Math-84-jGenProg-plausible.patch,1,1,TRUE
patch1-Math-84-Kali-plausible.patch,1,1,TRUE
patch1-Math-85-DynaMoth-plausible.patch,1,1,TRUE
patch1-Math-85-GenProg-plausible.patch,1,1,TRUE
patch4-Math-85-Jaid-plausible.patch,1,1,TRUE
patch8-Math-85-SequenceR.patch,1,1,TRUE
patch1-Math-87-Nopol-plausible.patch,1,1,TRUE
patch1-Math-88-SimFix-plausible.patch,1,1,TRUE
patch1-Math-95-Arja-plausible.patch,1,1,TRUE
patch1-Time-17-kPAR-plausible.patch,1,0,FALSE
patch1-Chart-11-AVATAR.patch,0,0,TRUE
patch1-Chart-11-CapGen.patch,0,0,TRUE
patch1-Chart-11-Cardumen.patch,0,0,TRUE
patch1-Chart-11-SequenceR.patch,0,0,TRUE
patch1-Chart-11-SOFix.patch,0,0,TRUE
patch1-Chart-19-TBar.patch,0,0,TRUE
patch1-Chart-20-SimFix.patch,0,0,TRUE
patch2-Chart-24-Jaid.patch,0,0,TRUE
patch1-Chart-26-SOFix.patch,0,0,TRUE
patch1-Chart-4-kPAR.patch,0,0,TRUE
patch1-Chart-9-Jaid.patch,0,0,TRUE
patch1-Chart-9-SketchFix.patch,0,0,TRUE
patch1-Chart-9-TBar.patch,0,0,TRUE
patch1-Closure-14-SketchFix.patch,0,0,TRUE
patch1-Closure-38-AVATAR.patch,0,0,TRUE
patch1-Closure-40-kPAR.patch,0,0,TRUE
patch1-Closure-62-Jaid.patch,0,0,TRUE
patch2-Closure-73-SequenceR.patch,0,0,TRUE
patch1-Closure-73-TBar.patch,0,0,TRUE
patch1-Lang-10-AVATAR.patch,0,0,TRUE
patch1-Lang-24-ACS.patch,0,1,FALSE
patch1-Lang-26-CapGen.patch,0,0,TRUE
patch1-Lang-33-SimFix.patch,0,0,TRUE
patch1-Lang-33-TBar.patch,0,0,TRUE
patch3-Lang-38-Jaid.patch,0,0,TRUE
patch5-Lang-51-Jaid.patch,0,0,TRUE
patch1-Lang-51-SOFix.patch,0,0,TRUE
patch1-Lang-55-Jaid.patch,0,0,TRUE
patch1-Lang-57-AVATAR.patch,0,0,TRUE
patch1-Lang-57-CapGen.patch,0,0,TRUE
patch2-Lang-57-CapGen.patch,0,0,TRUE
patch3-Lang-57-CapGen.patch,0,0,TRUE
patch1-Lang-58-SimFix.patch,0,1,FALSE
patch1-Lang-59-SketchFix.patch,0,0,TRUE
patch1-Lang-59-SOFix.patch,0,0,TRUE
patch1-Lang-6-CapGen.patch,0,0,TRUE
patch1-Lang-6-SOFix.patch,0,0,TRUE
patch1-Lang-7-AVATAR.patch,0,0,TRUE
patch1-Lang-7-kPAR.patch,0,1,FALSE
patch1-Math-22-FixMiner.patch,0,1,FALSE
patch1-Math-25-ACS.patch,0,0,TRUE
patch1-Math-30-CapGen.patch,0,0,TRUE
patch1-Math-32-Jaid.patch,0,0,TRUE
patch1-Math-33-SOFix.patch,0,0,TRUE
patch1-Math-34-FixMiner.patch,0,0,TRUE
patch1-Math-41-SimFix.patch,0,0,TRUE
patch1-Math-5-jGenProg.patch,0,0,TRUE
patch1-Math-5-SimFix.patch,0,0,TRUE
patch1-Math-5-TBar.patch,0,0,TRUE
patch1-Math-50-DynaMoth.patch,0,0,TRUE
patch1-Math-50-Jaid.patch,0,0,TRUE
patch1-Math-53-CapGen.patch,0,1,FALSE
patch1-Math-57-CapGen.patch,0,0,TRUE
patch1-Math-57-SequenceR.patch,0,0,TRUE
patch1-Math-57-TBar.patch,0,0,TRUE
patch1-Math-58-SOFix.patch,0,0,TRUE
patch1-Math-63-CapGen.patch,0,0,TRUE
patch1-Math-70-TBar.patch,0,0,TRUE
patch1-Math-75-FixMiner.patch,0,0,TRUE
patch1-Math-75-SequenceR.patch,0,0,TRUE
patch1-Math-75-SOFix.patch,0,0,TRUE
patch1-Math-79-FixMiner.patch,0,0,TRUE
patch1-Math-79-SimFix.patch,0,0,TRUE
patch1-Math-80-Jaid.patch,0,1,FALSE
patch2-Math-80-Jaid.patch,0,1,FALSE
patch1-Math-82-Jaid.patch,0,0,TRUE
patch1-Math-85-SOFix.patch,0,1,FALSE
patch1-Chart-1-Jaid-plausible.patch,1,1,TRUE
patch2-Chart-1-Jaid-plausible.patch,1,1,TRUE
patch1-Chart-12-Kali-plausible.patch,1,1,TRUE
patch1-Chart-13-Nopol-plausible.patch,1,1,TRUE
patch1-Chart-13-RSRepair-plausible.patch,1,1,TRUE
patch1-Chart-14-FixMiner-plausible.patch,1,1,TRUE
patch1-Chart-14-kPAR-plausible.patch,1,1,TRUE
patch1-Chart-15-DynaMoth-plausible.patch,1,1,TRUE
patch1-Chart-15-kPAR-plausible.patch,1,1,TRUE
patch1-Chart-15-TBar-plausible.patch,1,1,TRUE
patch1-Chart-18-DynaMoth-plausible.patch,1,1,TRUE
patch1-Chart-21-Nopol-plausible.patch,1,1,TRUE
patch1-Chart-24-Cardumen-plausible.patch,1,0,FALSE
patch1-Chart-25-jGenProg-plausible.patch,1,1,TRUE
patch1-Chart-25-jMutRepair-plausible.patch,1,1,TRUE
patch1-Chart-25-kPAR-plausible.patch,1,1,TRUE
patch1-Chart-26-AVATAR-plausible.patch,1,1,TRUE
patch1-Chart-26-Jaid-plausible.patch,1,0,FALSE
patch2-Chart-26-Jaid-plausible.patch,1,0,FALSE
patch1-Chart-26-jMutRepair-plausible.patch,1,1,TRUE
patch1-Chart-3-GenProg-plausible.patch,1,1,TRUE
patch1-Chart-3-kPAR-plausible.patch,1,1,TRUE
patch1-Chart-5-jGenProg-plausible.patch,1,1,TRUE
patch1-Chart-5-Kali-plausible.patch,1,1,TRUE
patch1-Chart-6-Cardumen-plausible.patch,1,1,TRUE
patch1-Chart-7-AVATAR-plausible.patch,1,1,TRUE
patch1-Chart-7-kPAR-plausible.patch,1,1,TRUE
patch1-Closure-1-Kali-plausible.patch,1,1,TRUE
patch1-Closure-107-TBar-plausible.patch,1,1,TRUE
patch1-Closure-109-kPAR-plausible.patch,1,1,TRUE
patch1-Closure-112-RSRepair-plausible.patch,1,1,TRUE
patch1-Closure-114-Kali-plausible.patch,1,1,TRUE
patch1-Closure-12-Kali-plausible.patch,1,1,TRUE
patch1-Closure-121-RSRepair-plausible.patch,1,1,TRUE
patch1-Closure-122-Kali-plausible.patch,1,1,TRUE
patch1-Closure-123-SequenceR.patch,1,1,TRUE
patch1-Closure-124-Kali-plausible.patch,1,1,TRUE
patch1-Closure-125-Kali-plausible.patch,1,1,TRUE
patch1-Closure-129-FixMiner-plausible.patch,1,1,TRUE
patch1-Closure-133-TBar-plausible.patch,1,1,TRUE
patch1-Closure-18-SequenceR-plausible.patch,1,1,TRUE
patch4-Closure-18-SequenceR.patch,1,1,TRUE
patch1-Closure-19-FixMiner-plausible.patch,1,1,TRUE
patch1-Closure-21-Arja-plausible.patch,1,1,TRUE
patch1-Closure-21-AVATAR-plausible.patch,1,1,TRUE
patch1-Closure-21-jKali-plausible.patch,1,1,TRUE
patch1-Closure-21-Kali-plausible.patch,1,1,TRUE
patch1-Closure-22-Arja-plausible.patch,1,1,TRUE
patch1-Closure-22-GenProg-plausible.patch,1,1,TRUE
patch1-Closure-22-SimFix-plausible.patch,1,1,TRUE
patch1-Closure-26-SimFix-plausible.patch,1,1,TRUE
patch1-Closure-30-Kali-plausible.patch,1,1,TRUE
patch1-Closure-33-Arja-plausible.patch,1,1,TRUE
patch2-Closure-33-Jaid-plausible.patch,1,1,TRUE
patch1-Closure-36-Kali-plausible.patch,1,1,TRUE
patch1-Closure-45-AVATAR-plausible.patch,1,1,TRUE
patch1-Closure-45-jKali-plausible.patch,1,1,TRUE
patch1-Closure-46-SimFix-plausible.patch,1,1,TRUE
patch1-Closure-48-AVATAR-plausible.patch,1,1,TRUE
patch1-Closure-5-Kali-plausible.patch,1,1,TRUE
patch1-Closure-55-Kali-plausible.patch,1,1,TRUE
patch1-Closure-55-RSRepair-plausible.patch,1,1,TRUE
patch1-Closure-59-RSRepair-plausible.patch,1,1,TRUE
patch1-Closure-62-Cardumen-plausible.patch,1,1,TRUE
patch1-Closure-62-Jaid-plausible.patch,1,0,FALSE
patch1-Closure-67-Kali-plausible.patch,1,1,TRUE
patch1-Closure-68-Kali-plausible.patch,1,1,TRUE
patch1-Closure-7-Arja-plausible.patch,1,1,TRUE
patch1-Closure-75-Kali-plausible.patch,1,1,TRUE
patch1-Closure-78-Arja-plausible.patch,1,1,TRUE
patch1-Closure-78-Kali-plausible.patch,1,1,TRUE
patch1-Closure-92-SequenceR.patch,1,1,TRUE
patch10-Closure-92-SequenceR.patch,1,1,TRUE
patch3-Closure-92-SequenceR.patch,1,1,TRUE
patch1-Closure-93-SequenceR.patch,1,1,TRUE
patch4-Closure-93-SequenceR.patch,1,1,TRUE
patch1-Lang-10-kPAR-plausible.patch,1,1,TRUE
patch1-Lang-13-AVATAR-plausible.patch,1,1,TRUE
patch1-Lang-18-kPAR-plausible.patch,1,1,TRUE
patch1-Lang-18-TBar-plausible.patch,1,1,TRUE
patch1-Lang-21-kPAR-plausible.patch,1,0,FALSE
patch1-Lang-27-jKali-plausible.patch,1,1,TRUE
patch1-Lang-27-jMutRepair-plausible.patch,1,1,TRUE
patch1-Lang-41-TBar-plausible.patch,1,1,TRUE
patch2-Lang-43-CapGen.patch,1,1,TRUE
patch1-Lang-43-TBar-plausible.patch,1,1,TRUE
patch1-Lang-50-SimFix-plausible.patch,1,1,TRUE
patch1-Lang-51-AVATAR-plausible.patch,1,0,FALSE
patch2-Lang-51-Jaid-plausible.patch,1,0,FALSE
patch2-Lang-55-Jaid-plausible.patch,1,1,TRUE
patch1-Lang-57-FixMiner-plausible.patch,1,1,TRUE
patch10-Lang-59-CapGen-plausible.patch,1,1,TRUE
patch13-Lang-59-CapGen-plausible.patch,1,1,TRUE
patch2-Lang-59-CapGen-plausible.patch,1,1,TRUE
patch8-Lang-59-CapGen-plausible.patch,1,1,TRUE
patch2-Lang-6-SequenceR.patch,1,0,FALSE
patch1-Lang-63-FixMiner-plausible.patch,1,1,TRUE
patch1-Lang-7-RSRepair-plausible.patch,1,1,TRUE
patch1-Math-1-SimFix-plausible.patch,1,1,TRUE
patch1-Math-103-RSRepair-plausible.patch,1,1,TRUE
patch1-Math-18-Nopol-plausible.patch,1,0,FALSE
patch1-Math-2-Nopol-plausible.patch,1,1,TRUE
patch2-Math-2-SOFix-plausible.patch,1,1,TRUE
patch1-Math-28-Arja-plausible.patch,1,1,TRUE
patch1-Math-28-jKali-plausible.patch,1,1,TRUE
patch1-Math-31-GenProg-plausible.patch,1,1,TRUE
patch1-Math-31-Kali-plausible.patch,1,1,TRUE
patch1-Math-32-DynaMoth-plausible.patch,1,1,TRUE
patch1-Math-32-Jaid-plausible.patch,1,1,TRUE
patch1-Math-33-RSRepair-plausible.patch,1,1,TRUE
patch1-Math-35-Arja.patch,1,0,FALSE
patch1-Math-4-ACS-plausible.patch,1,0,FALSE
patch1-Math-40-Arja-plausible.patch,1,1,TRUE
patch1-Math-41-DynaMoth-plausible.patch,1,1,TRUE
patch1-Math-41-Nopol-plausible.patch,1,0,FALSE
patch1-Math-42-Nopol-plausible.patch,1,0,FALSE
patch1-Math-49-Nopol-plausible.patch,1,1,TRUE
patch1-Math-50-AVATAR-plausible.patch,1,1,TRUE
patch1-Math-50-Jaid-plausible.patch,1,0,FALSE
patch1-Math-50-SimFix-plausible.patch,1,1,TRUE
patch3-Math-53-Jaid-plausible.patch,1,1,TRUE
patch1-Math-57-AVATAR-plausible.patch,1,1,TRUE
patch1-Math-58-Nopol-plausible.patch,1,1,TRUE
patch3-Math-63-CapGen-plausible.patch,1,1,TRUE
patch4-Math-63-CapGen-plausible.patch,1,1,TRUE
patch1-Math-63-kPAR-plausible.patch,1,1,TRUE
patch1-Math-63-SimFix-plausible.patch,1,1,TRUE
patch1-Math-7-kPAR-plausible.patch,1,1,TRUE
patch1-Math-71-jKali-plausible.patch,1,1,TRUE
patch1-Math-74-Arja-plausible.patch,1,0,FALSE
patch1-Math-8-jGenProg-plausible.patch,1,1,TRUE
patch1-Math-8-kPAR-plausible.patch,1,1,TRUE
patch1-Math-8-SimFix-plausible.patch,1,1,TRUE
patch10-Math-80-CapGen-plausible.patch,1,1,TRUE
patch6-Math-80-CapGen-plausible.patch,1,1,TRUE
patch1-Math-80-Nopol-plausible.patch,1,1,TRUE
patch1-Math-81-FixMiner-plausible.patch,1,1,TRUE
patch1-Math-81-Nopol-plausible.patch,1,1,TRUE
patch1-Math-81-SimFix-plausible.patch,1,1,TRUE
patch1-Math-82-GenProg-plausible.patch,1,1,TRUE
patch1-Math-82-Jaid-plausible.patch,1,1,TRUE
patch3-Math-82-Jaid-plausible.patch,1,1,TRUE
patch1-Math-82-kPAR-plausible.patch,1,1,TRUE
patch3-Math-82-SequenceR.patch,1,0,FALSE
patch1-Math-84-FixMiner-plausible.patch,1,1,TRUE
patch1-Math-84-kPAR-plausible.patch,1,1,TRUE
patch1-Math-85-RSRepair-plausible.patch,1,1,TRUE
patch13-Math-85-SequenceR.patch,1,1,TRUE
patch14-Math-85-SequenceR.patch,1,1,TRUE
patch15-Math-85-SequenceR.patch,1,1,TRUE
patch16-Math-85-SequenceR.patch,1,1,TRUE
patch2-Math-85-SequenceR.patch,1,1,TRUE
patch3-Math-85-SequenceR.patch,1,1,TRUE
patch9-Math-85-SequenceR.patch,1,1,TRUE
patch1-Math-85-SimFix-plausible.patch,1,1,TRUE
patch1-Math-85-TBar-plausible.patch,1,1,TRUE
patch1-Math-88-TBar-plausible.patch,1,1,TRUE
patch1-Math-95-jGenProg-plausible.patch,1,1,TRUE
patch1-Math-95-Kali-plausible.patch,1,1,TRUE
patch1-Math-96-TBar-plausible.patch,1,1,TRUE
